"id","name","alternative_name","country_name","is_active"
5180,"Transportes Aereos I.R. Crusoe","\N","Chile","N"
5181,"Transportes Aereos Sierra","\N","Mexico","N"
5182,"Tbilisi Aviation University","\N","Georgia","N"
5183,"Trans Am Compania","\N","Ecuador","N"
5184,"Trans Sahara Air","\N","Nigeria","N"
5185,"Transportes Aereos Sierra Madre","\N","Mexico","N"
5186,"Trans Asian Airlines","\N","Kazakhstan","N"
5187,"Turan Air","\N","Azerbaijan","Y"
5188,"TRIP Linhas A","\N","Brazil","Y"
5189,"Tusheti","\N","Georgia","N"
5190,"TAPC Aviatrans Aircompany","\N","Uzbekistan","N"
5191,"Trans-Ulgii","\N","Mongolia","N"
5192,"Transarabian Transportation Services","\N","Uganda","N"
5193,"Transaven","\N","Venezuela","N"
5194,"Tag Aviation UK","\N","United Kingdom","N"
5195,"Tbilaviamsheni","\N","Georgia","N"
5196,"Taxi de Veracruz","\N","Mexico","N"
5197,"Travel Express Aviation Services","\N","Indonesia","N"
5198,"Taxi Aero Del Norte","\N","Mexico","N"
5199,"Transports et Travaux A","\N",NULL,"N"
5202,"USAF Air Mobility Operations Control Center","\N","United States","N"
5203,"U.S. Department of the Interior","\N","United States","N"
5204,"United Kingdom Civil Aviation Authority","\N","United Kingdom","N"
5205,"Union des Transports Africains de Guinee","\N","Guinea","N"
5206,"US Army Parachute Team","\N","United States","N"
5207,"USA3000 Airlines","\N","United States","Y"
5208,"United Arabian Airlines","\N","Sudan","N"
5209,"United Airlines","\N","United States","Y"
5210,"United Air Charters","\N","Zimbabwe","Y"
5211,"United Carriers Systems","\N","United States","N"
5212,"United Eagle Airlines","\N","China","N"
5213,"United Feeder Service","\N","United States","N"
5214,"United Kingdom Civil Aviation Authority","\N","United Kingdom","N"
5215,"United Kingdom Royal VIP Flights","\N","United Kingdom","N"
5216,"United Kingdom Royal VIP Flight","\N","United Kingdom","N"
5217,"United Kingdom Civil Aviation Authority","\N","United Kingdom","N"
5218,"United Kingdom Royal VIP Flights","\N","United Kingdom","N"
5219,"United States Coast Guard Auxiliary","\N","United States","N"
5220,"United States Department Of Agriculture","\N","United States","N"
5221,"University Air Squadron","\N","United Kingdom","N"
5222,"University Air Squadron","\N","United Kingdom","N"
5223,"University Air Squadron","\N","United Kingdom","N"
5224,"University Air Squadron","\N","United Kingdom","N"
5225,"Universal Avia","\N","Ukraine","N"
5226,"UK HEMS","\N","United Kingdom","N"
5227,"USA Jet Airlines","\N","United States","N"
5228,"Unijet","\N","France","N"
5229,"US Marshals Service","\N","United States","N"
5230,"University of North Dakota","\N","United States","N"
5231,"Universal Airlines","\N","United States","N"
5232,"Uganda Royal Airways","\N","Uganda","N"
5233,"United Aviation Services","\N","Spain","N"
5234,"Ural Airlines","\N","Russia","Y"
5235,"Ukraine Transavia","\N","Ukraine","N"
5236,"United Arab Emirates Air Force","\N","United Arab Emirates","N"
5237,"Union Africaine des Transports","\N","Ivory Coast","N"
5238,"Uganda Air Cargo","\N","Uganda","N"
5239,"US Airports Air Charter","\N","United States","N"
5240,"Ucoaviacion","\N","Spain","N"
5241,"Ues-Avia Aircompany","\N","Ukraine","N"
5242,"UFS","\N","United States","N"
5243,"Uganda Airlines","\N","Uganda","N"
5244,"Urgemer Canarias","\N","Spain","N"
5245,"Ukrainian Helicopters","\N","Ukraine","N"
5246,"Ulyanovsk Higher Civil Aviation School","\N","Russia","N"
5247,"Universal Jet Rental de Mexico","\N","Mexico","N"
5248,"Universal Jet Aviation","\N","United States","N"
5249,"UK International Airlines","\N","United Kingdom","N"
5250,"Ukraine Air Alliance","\N","Ukraine","N"
5251,"UM Airlines","\N","Ukraine","Y"
5252,"Ukraine Air Enterprise","\N","Ukraine","N"
5253,"United Kingdom Home Office","\N","United Kingdom","N"
5254,"Ukrainian Cargo Airways","\N","Ukraine","N"
5255,"Ultrair","\N","United States","N"
5256,"Unitemp-M","\N","Russia","N"
5257,"Uni-Fly","\N","Denmark","N"
5258,"Union Flights","\N","United States","N"
5259,"Universal Jet","\N","Spain","N"
5260,"Unsped Paket Servisi","\N","Turkey","N"
5261,"Unifly Servizi Aerei","\N","Italy","N"
5262,"Ukrainian Pilot School","\N","Ukraine","N"
5263,"United Parcel Service","\N","United States","N"
5264,"Uraiavia","\N","Russia","N"
5265,"US Airways","\N","United States","Y"
5266,"US Check Airlines","\N","United States","N"
5267,"USAfrica Airways","\N","United States","N"
5268,"US Helicopter","\N","United States","Y"
5269,"US Jet","\N","United States","N"
5270,"US Express","\N","United States","N"
5271,"UTair Aviation","\N","Russia","Y"
5272,"UTAGE","\N","Equatorial Guinea","N"
5273,"Utair South Africa","\N","South Africa","N"
5274,"Ukrainian State Air Traffic Service Enterprise","\N","Ukraine","N"
5275,"Urartu-Air","\N","Armenia","N"
5276,"Universal Airways","\N","United States","N"
5277,"Universal Airlines","\N","Guyana","N"
5278,"Uvavemex","\N","Mexico","N"
5279,"United States Air Force","\N","United States","Y"
5280,"United Aviation","\N","Kuwait","N"
5281,"Uzbekistan Airways","\N","Uzbekistan","Y"
5282,"Ukraine International Airlines","\N","Ukraine","Y"
5283,"Universal Airlines","\N","United States","N"
5284,"US Helicopter Corporation","\N","United States","Y"
5288,"V Australia Airlines","\N","Australia","N"
5289,"V Bird Airlines Netherlands","\N","Netherlands","N"
5290,"V-avia Airline","\N","Ukraine","N"
5291,"V-Berd-Avia","\N","Armenia","N"
5292,"Vacationair","\N","Canada","N"
5293,"Valair AG (Helicoptere)","\N","Switzerland","N"
5294,"Valan International Cargo Charter","\N","South Africa","N"
5295,"Valan Limited","\N","Moldova","N"
5296,"Valfell-Verkflug","\N","Iceland","N"
5297,"Valuair","\N","Singapore","Y"
5298,"Van Air Europe","\N","Czech Republic","N"
5299,"Vanguardia en Aviacion en Colima","\N","Mexico","N"
5300,"Vanguard Airlines","\N","United States","N"
5301,"Vasco Air","\N","Vietnam","Y"
5302,"Vega","\N","Kazakhstan","N"
5303,"Vega Air Company","\N","Ukraine","N"
5304,"Veles","\N","VELES","N"
5305,"Verataxis","\N","Mexico","N"
5306,"Veritair Ltd","\N","United Kingdom","N"
5307,"Voyageur Airways","\N","Canada","N"
5308,"Vernicos Aviation","\N","Greece","N"
5309,"Vietnam Airlines","\N","Vietnam","Y"
5310,"Vozdushnaya Academy","\N","Kazakhstan","N"
5311,"VIM Airlines","\N","Russia","Y"
5312,"VIM-Aviaservice","\N","Russia","N"
5313,"VIA Rail Canada","\N","Canada","N"
5314,"Victoria Aviation","\N","United Kingdom","N"
5315,"Viscount Air Service","\N","United States","N"
5317,"Vision Airlines","\N","Nigeria","N"
5318,"VIP Air Charter","\N","United States","N"
5319,"VIP Avia","\N","Kazakhstan","N"
5320,"VIP Avia","\N","Latvia","N"
5321,"Visionair","\N","Ireland","N"
5322,"Viasa","\N","Venezuela","N"
5323,"VICA - Viacao Charter Aereos","\N","Brazil","N"
5324,"Volare Air Charter Company","\N","United States","N"
5325,"Volaris","\N","Mexico","Y"
5326,"Volga-Dnepr Airlines","\N","Russia","Y"
5327,"Vega Airlines","\N","Bulgaria","N"
5328,"Venescar Internacional","\N","Venezuela","N"
5329,"Victor Echo","\N","Spain","N"
5330,"Virgin Express Ireland","\N","Ireland","N"
5331,"Virgin America","\N","United States","Y"
5332,"Vieques Air Link","\N","United States","N"
5333,"Virgin Express","\N","Belgium","Y"
5334,"VZ Flights","\N","Mexico","N"
5335,"Virgin Nigeria Airways","\N","Nigeria","Y"
5336,"Vologda State Air Enterprise","\N","Russia","N"
5337,"VH-Air Industrie","\N","Angola","N"
5338,"VHM Schul-und-Charterflug","\N","Germany","N"
5339,"Vibroair Flugservice","\N","Germany","N"
5340,"VIP Servicios Aereos Ejecutivos","\N","Mexico","N"
5341,"VIP Empresarial","\N","Mexico","N"
5342,"VIF Luftahrt","\N","Austria","N"
5343,"Vega Aviation","\N","Sudan","N"
5344,"Vichi","\N","Moldova","N"
5345,"Viking Airlines","\N","Sweden","N"
5346,"Vinair - Helicoptereos","\N","Portugal","N"
5347,"Virgin Atlantic Airways","\N","United Kingdom","Y"
5348,"Viajes Ejecutivos Mexicanos","\N","Mexico","N"
5349,"Vistajet","\N","Canada","N"
5350,"Viva Macau","\N","Macao","Y"
5351,"Volare Airlines","\N","Italy","Y"
5352,"Vueling Airlines","\N","Spain","Y"
5353,"Vladivostok Air","\N","Russia","Y"
5354,"Varig Log","\N","Brazil","Y"
5355,"Vertical-T Air Company","\N","Russia","N"
5356,"Vero Monmouth Airlines","\N","United States","N"
5357,"Vipport Joint Stock Company","\N","Russia","N"
5358,"Viaggio Air","\N","Bulgaria","N"
5359,"Voyager Airlines","\N","Bangladesh","N"
5360,"Virgin Australia","\N","Australia","Y"
5361,"Virgin Blue","\N","Australia","N"
5362,"VIP Air","\N","Slovakia","N"
5363,"Veteran Air","\N","Ukraine","N"
5364,"VIP-Avia","\N","Georgia","N"
5365,"Vertair","\N","United Kingdom","N"
5366,"Volare Airlines","\N","Ukraine","N"
5367,"Voar Lda","\N","Angola","N"
5368,"VRG Linhas Aereas","Varig","Brazil","Y"
5369,"Vickers Limited","\N","United Kingdom","N"
5370,"Visig Operaciones Aereas","\N","Spain","N"
5371,"Vision Airways Corporation","\N","Canada","N"
5372,"Voronezh Aircraft Manufacturing Society","\N","Russia","N"
5373,"VASP","\N","Brazil","Y"
5374,"Virign Islands Seaplane Shuttle","\N","United States","N"
5375,"Vuelos Especializados Tollocan","\N","Mexico","N"
5376,"Vuelos Corporativos de Tehuacan","\N","Mexico","N"
5377,"Vostok Airlines","\N","Russia","N"
5378,"Victor Tagle Larrain","\N","Chile","N"
5379,"Vointeh","\N","Bulgaria","N"
5380,"Vuelos Internos Privados VIP","\N","Ecuador","N"
5381,"Vuela Bus","\N","Mexico","N"
5382,"Vzlyet","\N","Russia","N"
5383,"VLM Airlines","\N","Belgium","Y"
5384,"Viking Express","\N","United States","N"
5385,"Victoria International Airways","\N","Uganda","N"
5386,"Volga Aviaexpress","\N","Russia","N"
5387,"WDL Aviation","\N","Germany","N"
5388,"WRA Inc","\N","United States","N"
5389,"WSI Corporation","\N","United States","N"
5390,"Walmart Aviation","\N","United States","N"
5391,"Walsten Air Services","\N","Canada","N"
5392,"Walter I Linkoping","\N","Sweden","N"
5393,"Wapiti Aviation","\N","Canada","N"
5394,"Warbelow's Air Ventures","\N","United States","N"
5395,"Warwickshire Aerocentre Ltd.","\N","United Kingdom","N"
5396,"Wasaya Airways","\N","Canada","N"
5397,"Wayraper","\N","Peru","Y"
5398,"Weasua Air Transport Company","\N","Liberia","N"
5399,"WebJet Linhas A","\N","Brazil","Y"
5400,"Welch Aviation","\N","United States","N"
5401,"Welcome Air","\N","Austria","Y"
5402,"Wermlandsflyg AB","\N","Sweden","N"
5403,"West Africa Airlines","\N","Ghana","N"
5404,"West African Air Transport","\N","Senegal","N"
5405,"West African Airlines","\N","Benin","N"
5406,"West African Cargo Airlines","\N","Mauritania","N"
5407,"West Air Luxembourg","\N","Luxembourg","N"
5408,"West Air Sweden","\N","Sweden","N"
5409,"West Caribbean Airways","\N","Colombia","N"
5410,"West Caribbean Costa Rica","\N","Costa Rica","N"
5411,"West Coast Air","\N","Canada","Y"
5412,"West Coast Airlines","\N","Ghana","N"
5413,"West Coast Airways","\N","Sierra Leone","N"
5414,"West Freugh DTEO","\N","United Kingdom","N"
5415,"West Wind Aviation","\N","Canada","N"
5416,"WestJet","\N","Canada","Y"
5417,"Westair Aviation","\N","Namibia","N"
5418,"Westair Cargo Airlines","\N","Cote d'Ivoire","N"
5419,"Westair Industries","\N","United States","N"
5420,"Westcoast Energy","\N","Canada","N"
5421,"Western Air","\N","Bahamas","N"
5422,"Western Air Couriers","\N","United States","N"
5423,"Western Air Express","\N","United States","N"
5424,"Western Airlines","\N","United States","Y"
5425,"Western Arctic Air","\N","Canada","N"
5426,"Western Aviators","\N","United States","N"
5427,"Western Express Air Lines","\N","Canada","N"
5428,"Western Pacific Airlines","\N","United States","N"
5429,"Western Pacific Airservice","\N","Solomon Islands","N"
5430,"Westflight Aviation","\N","United Kingdom","N"
5431,"Westgates Airlines","\N","United States","N"
5432,"Westland Helicopters","\N","United Kingdom","N"
5433,"Westpoint Air","\N","Canada","N"
5434,"Westward Airways","\N","United States","N"
5435,"White","\N","Portugal","N"
5436,"White Eagle Aviation","\N","Poland","N"
5437,"White River Air Services","\N","Canada","N"
5438,"Whyalla Airlines","\N","Australia","N"
5439,"Widerøe","\N","Norway","Y"
5440,"Wiggins Airways","\N","United States","N"
5441,"Wiking Helikopter Service","\N","Germany","N"
5442,"Wilbur's Flight Operations","\N","United States","N"
5443,"Williams Air","\N","United States","N"
5444,"Williams Grand Prix Engineering","\N","United Kingdom","N"
5445,"Wimbi Dira Airways","\N","Democratic Republic of Congo","N"
5446,"Winair","\N","United States","N"
5447,"Wind Jet","\N","Italy","Y"
5448,"Wind Spirit Air","\N","United States","N"
5449,"Windrose Air","\N","Germany","N"
5450,"Windward Islands Airways International","\N","Netherland","N"
5451,"Wings Air","\N","Indonesia","Y"
5452,"Wings Air Transport","\N","Sudan","N"
5453,"Wings Airways","\N","United States","N"
5454,"Wings Aviation","\N","Guyana","N"
5455,"Wings Express","\N","United States","N"
5456,"Wings of Alaska","\N","United States","N"
5457,"Wings of Lebanon Aviation","\N","Lebanon","N"
5458,"Winlink","\N","Saint Lucia","N"
5459,"Wisconsin Air National Guard","\N","United States","N"
5460,"Wisman Aviation","\N","United States","N"
5461,"Wizz Air","\N","Hungary","Y"
5462,"Wizz Air Hungary","\N","Bulgaria","Y"
5463,"Wondair on Demand Aviation","\N","Spain","N"
5464,"Woodgate Executive Air Charter","\N","United Kingdom","N"
5465,"World Airways","\N","United States","Y"
5466,"World Weatherwatch","\N","Canada","N"
5467,"World Wing Aviation","\N","Kyrgyzstan","N"
5468,"Worldspan","\N","United States","N"
5469,"Worldwide Air Charter Systems","\N","Canada","N"
5470,"Worldwide Aviation Services","\N","Pakistan","N"
5471,"Worldwide Jet Charter","\N","United States","N"
5472,"Wright Air Lines","\N","United States","N"
5473,"Wright Air Service","\N","United States","N"
5474,"Wuhan Airlines","\N","China","N"
5475,"Wycombe Air Centre","\N","United Kingdom","N"
5476,"Wyoming Airlines","\N","United States","N"
5479,"XL Airways France","\N","France","Y"
5480,"XP Internation","\N","Netherlands","N"
5481,"Xabre Aerolineas","\N","Mexico","N"
5482,"Xclusive Jet Charter Limited","\N","United Kingdom","N"
5483,"Xerox Corporation","\N","United States","N"
5484,"Xiamen Airlines","\N","China","Y"
5485,"Xinjiang Airlines","\N","China","N"
5486,"Xjet Limited","\N","United Kingdom","N"
5487,"Xtra Airways","\N","United States","N"
5490,"Yak-Service","\N","Russia","N"
5491,"Yakolev","\N","Russia","N"
5492,"Yamal Airlines","\N","Russia","Y"
5493,"Yana Airlines","\N","Cambodia","N"
5494,"Yangtze River Express","\N","China","N"
5495,"Yellow Wings Air Services","\N","Kenya","N"
5496,"Yemenia","\N","Yemen","Y"
5497,"Yerevan-Avia","\N","Armenia","N"
5498,"Young Flying Service","\N","United States","N"
5499,"Yuhi Air Lines","\N","Japan","N"
5500,"Yuzhnaya Aircompany","\N","Kazakhstan","N"
5501,"Yuzhmashavia","\N","Ukraine","Y"
5504,"Z-Avia","\N","Armenia","N"
5505,"Zagros Airlines","\N","Iran","N"
5506,"Zaire Aero Service","\N","Democratic Republic of Congo","N"
5507,"Zairean Airlines","\N","Democratic Republic of Congo","N"
5508,"Zambian Airways","\N","Zambia","N"
5509,"Zambezi Airlines","\N","Zambia","N"
5510,"Zanair","\N","Tanzania","Y"
5511,"Zantop International Airlines","\N","United States","N"
5512,"ZAS Airlines of Egypt","\N","Egypt","N"
5513,"Zenith Air","\N","South Africa","N"
5514,"Zenmour Airlines","\N","Mauritania","N"
5515,"Zephyr Express","\N","United States","N"
5516,"Zhejiang Airlines","\N","China","N"
5517,"Zhetysu","\N","Kazakhstan","N"
5518,"Zhez Air","\N","Kazakhstan","N"
5519,"Zhongfei General Aviation","\N","China","N"
5520,"Zhongyuan Aviation","\N","China","N"
5521,"Zip","\N","Canada","N"
5522,"Zimex Aviation","\N","Switzerland","N"
5523,"Zoom Airlines","\N","Canada","Y"
5524,"Zoom Airways","\N","Bangladesh","N"
5525,"Zorex","\N","Spain","N"
5526,"Zracno Pristaniste Mali Losinj","\N","Croatia","N"
5533,"Tyrolean Airways","\N","\N","Y"
5556,"buzz","\N","\N","N"
5559,"Maldivian Air Taxi","\N","Maldives","Y"
5584,"Sky Express","SkyExpress","Russia","Y"
5640,"Yellow Air Taxi",NULL,"United States","N"
5651,"Royal Air Cambodge",NULL,"Cambodia","Y"
5813,"Air Mandalay",NULL,"Burma","Y"
5833,"TEA Switzerland",NULL,"Switzerland","N"
5905,"TAN-SAHSA",NULL,"Honduras","N"
5982,"Air Busan","\N","Republic of Korea","Y"
6002,"TUI Airlines Belgium","now Jetairlfy","Belgium","N"
6182,"Arctic Air",NULL,"Norway","N"
6183,"Braathens","Braathens SAFE","Norway","N"
6222,"Air Kazakhstan",NULL,"Kazakhstan","Y"
6557,"Japan Air System",NULL,"Japan","Y"
6578,"Annsett New Zealand (NZA)",NULL,"New Zealand","N"
6855,"EasyJet (DS)",NULL,"Switzerland","Y"
6856,"Rheintalflug",NULL,"Austria","N"
6860,"Dan-Air London",NULL,"United Kingdom","N"
6862,"Fred. Olsen",NULL,"Norway","N"
8359,"Star Peru (2I)",NULL,"Peru","Y"
8434,"Robin Hood Aviation",NULL,"Austria","N"
8461,"Carnival Air Lines",NULL,"United States","Y"
8463,"United Airways",NULL,"Bangladesh","Y"
8523,"Inter European Airways",NULL,"United Kingdom","N"
8568,"Trans Maldivian Airways",NULL,"Maldives","N"
8576,"Fly540",NULL,"Kenya","Y"
8745,"Transavia France",NULL,"France","Y"
8809,"Island Air (WP)",NULL,"United States","Y"
9018,"1-2-go","fly 1-2-go","Thailand","N"
9082,"Uni Air",NULL,"Taiwan","Y"
9135,"Gomelavia",NULL,"Belarus","Y"
9225,"NordWind Airlines","NordWind Airlines","Russia","N"
9239,"Red Wings","Avialinii 400","Russia","Y"
9286,"Hellenic Star Airways",NULL,"Greece","N"
9287,"BAE Systems Flight Training",NULL,"Australia","N"
9335,"TUIfly (X3)",NULL,"Germany","Y"
9343,"Felix Airways",NULL,"Yemen","Y"
9344,"Kostromskie avialinii",NULL,"Russia","Y"
9373,"Greenfly",NULL,"Spain","Y"
9531,"Tajik Air",NULL,"Tajikistan","Y"
9541,"Air Mozambique",NULL,"Mozambique","Y"
9577,"ELK Airways",NULL,"Estonia","Y"
9620,"Gabon Airlines","\N","Gabon","Y"
9626,"MCA Airlines",NULL,"Sweden","Y"
9656,"Maldivo Airlines",NULL,"Maldives","Y"
9666,"Virgin Pacific",NULL,"Fiji","Y"
9764,"Zest Air",NULL,"Philippines","Y"
9784,"Yangon Airways",NULL,"Burma","Y"
9793,"Transport Aérien Transrégional","TAT","France","N"
9798,"LÍO Flugmennt",NULL,"Iceland","N"
9808,"Minerva Airlines",NULL,"Italy","N"
9809,"Eastar Jet",NULL,"South Korea","Y"
9810,"Jin Air",NULL,"South Korea","Y"
9811,"Wataniya Airways",NULL,"Kuwait","Y"
9814,"Aéris (Priv)",NULL,"France","N"
9818,"Air Arabia Maroc",NULL,"Morocco","Y"
9825,"Baltic Air lines",NULL,"Latvia","Y"
9828,"Ciel Canadien",NULL,"Canada","Y"
9829,"Canadian National Airways",NULL,"Canada","Y"
9833,"Epic Holiday","Epic Holidays","United States","Y"
9838,"Indochina Airlines",NULL,"Vietnam","Y"
9840,"JetWind",NULL,"United States","N"
9851,"Air Comet Chile",NULL,"Chile","Y"
9853,"Nazca",NULL,"Peru","N"
9859,"German Air Force - FLB",NULL,"Germany","Y"
10069,"City-Air Germany",NULL,"Germany","N"
10094,"Voronezhskie Airlanes",NULL,"Russia","N"
10114,"Line Blue",NULL,"Germany","Y"
10117,"FlyLAL Charters",NULL,"Lithuania","Y"
10118,"Blue Sky America",NULL,"United States","N"
10119,"Texas Spirit",NULL,"United States","N"
10121,"Illinois Airways",NULL,"United States","N"
10122,"Salzburg arrows","SZA","Austria","Y"
10123,"Texas Wings",NULL,"United States","Y"
10124,"California Western",NULL,"United States","N"
10128,"Dennis Sky","Dennis Sky Holding","Israel","Y"
10224,"Zz",NULL,"Belgium","Y"
10226,"Atifly",NULL,"United States","Y"
10318,"Air UK",NULL,"United Kingdom","N"
10334,"Suckling Airways",NULL,"United Kingdom","N"
10367,"Reno Sky",NULL,"United States","N"
10371,"Aerolineas heredas santa maria",NULL,"Dominican Republic","Y"
10372,"Ciao Air",NULL,"Italy","Y"
10642,"Jc royal.britannica",NULL,"United Kingdom","Y"
10646,"Birmingham European",NULL,"United Kingdom","N"
10650,"Pal airlines",NULL,"Chile","Y"
10673,"CanXpress",NULL,"Canada","Y"
10674,"Danube Wings (V5)",NULL,"Slovakia","Y"
10675,"Sharp Airlines",NULL,"Australia","Y"
10683,"CanXplorer",NULL,"Canada","Y"
10715,"Click (Mexicana)",NULL,"Mexico","Y"
10735,"World Experience Airline","WEA","Canada","Y"
10737,"ALAK",NULL,"Russia","Y"
10738,"AJT Air International",NULL,"Russia","N"
10739,"Air Choice One",NULL,"United States","Y"
10740,"Tianjin Airlines",NULL,"China","Y"
10741,"China United",NULL,"China","Y"
10748,"Locair",NULL,"United States","Y"
10758,"Safi Airlines",NULL,"Afghanistan","Y"
10765,"SeaPort Airlines",NULL,"United States","Y"
10776,"Salmon Air",NULL,"United States","Y"
10796,"Fly Illi",NULL,"United States","N"
10798,"Bobb Air Freight",NULL,"Germany","Y"
10800,"Star1 Airlines",NULL,"Lithuania","Y"
10845,"Pelita",NULL,"Indonesia","Y"
10902,"Alpi Eagles (E8)",NULL,"Italy","N"
10912,"Alaska Seaplane Service",NULL,"United States","Y"
10929,"TAN",NULL,"Argentina","N"
10945,"Enerjet",NULL,"Canada","Y"
10955,"MexicanaLink",NULL,"Mexico","Y"
10960,"Island Spirit",NULL,"Iceland","Y"
10969,"TACA Peru",NULL,"Peru","Y"
11700,"Orbest",NULL,"Portugal","Y"
11719,"Southern Air Charter",NULL,"Bahamas","Y"
11724,"SVG Air",NULL,"Saint Vincent and the Grenadines","Y"
11726,"Air Century",NULL,"Dominican Republic","Y"
11731,"Pan Am World Airways Dominicana","PAWA Dominicana","Dominican Republic","Y"
11732,"Primera Air",NULL,"Iceland","Y"
11741,"Air Antilles Express",NULL,"Guadeloupe","Y"
11751,"Sol Lineas Aereas",NULL,"Argentina","Y"
11755,"Regional Paraguaya",NULL,"Paraguay","Y"
11761,"VIP Ecuador",NULL,"Ecuador","Y"
11762,"Transportes Aereos Cielos Andinos",NULL,"Peru","Y"
11763,"Peruvian Airlines",NULL,"Peru","Y"
11795,"Andalus Lineas Aereas",NULL,"Spain","Y"
11798,"Air 26",NULL,"Angola","Y"
11800,"Mauritania Airways",NULL,"Mauritania","Y"
11802,"CEIBA Intercontinental",NULL,"Equatorial Guinea","Y"
11804,"Halcyonair",NULL,"Cape Verde","Y"
11805,"Business Aviation",NULL,"Congo (Kinshasa)","Y"
11806,"Compagnie Africaine d\\'Aviation",NULL,"Congo (Kinshasa)","Y"
11808,"Zambia Skyways",NULL,"Zambia","Y"
11811,"AlMasria Universal Airlines",NULL,"Egypt","Y"
11813,"EgyptAir Express",NULL,"Egypt","Y"
11814,"SmartLynx Airlines",NULL,"Latvia","Y"
11815,"Air Italy Egypt",NULL,"Egypt","Y"
11816,"KoralBlue Airlines",NULL,"Egypt","Y"
11820,"Wind Rose Aviation",NULL,"Ukraine","Y"
11823,"Elysian Airlines",NULL,"Cameroon","Y"
11833,"Sevenair",NULL,"Tunisia","Y"
11834,"Hellenic Imperial Airways",NULL,"Greece","Y"
11836,"Amsterdam Airlines",NULL,"Netherlands","Y"
11838,"Arik Niger",NULL,"Niger","Y"
11839,"Dana Air",NULL,"Nigeria","Y"
11840,"STP Airways",NULL,"Sao Tome and Principe","Y"
11843,"Med Airways",NULL,"Lebanon","Y"
11850,"Skyjet Airlines",NULL,"Uganda","Y"
11855,"Air Volga",NULL,"Russia","Y"
11856,"Transavia Denmark",NULL,"Denmark","Y"
11857,"Royal Falcon",NULL,"Jordan","Y"
11873,"Euroline",NULL,"Georgia","Y"
11922,"Worldways",NULL,"Canada","N"
11943,"Turkuaz Airlines",NULL,"Turkey","Y"
11947,"Athens Airways",NULL,"Greece","Y"
11948,"Viking Hellas",NULL,"Greece","Y"
11949,"Norlandair",NULL,"Iceland","Y"
11950,"Flugfelag Vestmannaeyja",NULL,"Iceland","Y"
11963,"Starline.kz",NULL,"Kazakhstan","Y"
11995,"Euro Harmony","Euro Harmony ","Portugal","N"
12960,"Lugansk Airlines",NULL,"Ukraine","Y"
12961,"Gryphon Airlines",NULL,"United States","Y"
12962,"Gadair European Airlines",NULL,"Spain","Y"
12965,"Spirit of Manila Airlines",NULL,"Philippines","Y"
12975,"Chongqing Airlines",NULL,"China","Y"
12976,"Grand China Air",NULL,"China","Y"
12978,"West Air China",NULL,"China","Y"
12990,"Falcon Air (IH)",NULL,"Sweden","N"
12997,"QatXpress","qatXpress","Qatar","Y"
13076,"OneChina","OneChina","China","Y"
13088,"NordStar Airlines",NULL,"Russia","Y"
13089,"Joy Air",NULL,"China","Y"
13105,"Air India Regional",NULL,"India","Y"
13106,"MDLR Airlines",NULL,"India","Y"
13107,"Jagson Airlines",NULL,"India","Y"
13108,"Maldivian",NULL,"Maldives","Y"
13130,"Xpressair",NULL,"Indonesia","Y"
13178,"Strategic Airlines",NULL,"Australia","Y"
13181,"Fars Air Qeshm",NULL,"Iran","Y"
13187,"Eastok Avia",NULL,"Kyrgyzstan","Y"
13188,"Jupiter Airlines",NULL,"United Arab Emirates","Y"
13189,"Vision Air International",NULL,"Pakistan","Y"
13190,"Al-Naser Airlines",NULL,"Iraq","Y"
13200,"Fuji Dream Airlines",NULL,"Japan","Y"
13202,"Korea Express Air",NULL,"South Korea","Y"
13209,"Eznis Airways",NULL,"Mongolia","Y"
13211,"Pacific Flier",NULL,"Palau","Y"
13217,"Syrian Pearl Airlines",NULL,"Syria","Y"
13218,"SGA Airlines",NULL,"Thailand","Y"
13242,"Air2there",NULL,"New Zealand","Y"
13254,"Avianova (Russia)",NULL,"Russia","Y"
13303,"Parmiss Airlines (IPV)",NULL,"Iran","Y"
13304,"EuropeSky",NULL,"Germany","Y"
13306,"BRAZIL AIR","BRAZIL AIR","Brazil","Y"
13335,"Homer Air","Homer Sky","Germany","Y"
13388,"Court Line",NULL,"United Kingdom","N"
13389,"South West Africa Territory Force","SWATF","Namibia","N"
13390,"Lombards Air",NULL,"South Africa","N"
13391,"U.S. Air",NULL,"United States","Y"
13392,"Flitestar",NULL,"South Africa","N"
13394,"Jayrow",NULL,"Australia","Y"
13395,"Llloyd Helicopters",NULL,"Australia","N"
13397,"Wilderness Air",NULL,"Australia","Y"
13398,"Whitaker Air",NULL,"Australia","Y"
13633,"PanAm World Airways",NULL,"United States","Y"
13690,"Virginwings",NULL,"Germany","Y"
13704,"KSY","Kreta Sky","Greece","Y"
13732,"Buquebus Líneas Aéreas",NULL,"Uruguay","Y"
13734,"SOCHI AIR","SOCHI","Russia","Y"
13757,"Wizz Air Ukraine",NULL,"Ukraine","Y"
13781,"88",NULL,"Cyprus","Y"
13815,"LCM AIRLINES",NULL,"Russia","Y"
13838,"Aero Brazil",NULL,"Brazil","N"
13899,"Cambodia Angkor Air (K6)",NULL,"Cambodia","Y"
13905,"Skyline nepc",NULL,"India","N"
13923,"THREE",NULL,"China","N"
13936,"Royal European Airlines",NULL,"United Kingdom","Y"
13947,"Tom\\'s & co airliners","Tom\\'s air","France","Y"
